Month_Ending,Segment,City,Product,Miles,Reported_Accidents
3/31/16,Segment A,City 33,Product 3,5,0
3/31/16,Segment A,City 17,Product 12,"1,673",0
3/31/16,Segment A,City 40,Product 3,67,0
3/31/16,Segment A,City 25,Product 2,335,0
3/31/16,Segment A,City 40,Product 10,500,0
3/31/16,Segment A,City 50,Product 10,57,0
3/31/16,Segment A,City 2,Product 4,"98,260",3
3/31/16,Segment A,City 48,Product 10,56,0
3/31/16,Segment A,City 34,Product 3,17,0
3/31/16,Segment A,City 30,Product 2,67,0
3/31/16,Segment A,City 27,Product 2,45,0
3/31/16,Segment A,City 46,Product 2,0,0
3/31/16,Segment A,City 10,Product 10,47,0
3/31/16,Segment A,City 18,Product 3,72,0
3/31/16,Segment A,City 19,Product 2,805,0
3/31/16,Segment A,City 15,Product 12,"4,632",0
3/31/16,Segment A,City 42,Product 10,52,0
3/31/16,Segment F,City 43,Product 4,266,0
3/31/16,Segment F,City 9,Product 4,0,0
3/31/16,Segment F,City 48,Product 4,0,0
3/31/16,Segment F,City 59,Product 4,0,0
3/31/16,Segment F,City 31,Product 4,0,0
3/31/16,Segment D,City 2,Product 2,"996,470",17
3/31/16,Segment B,City 20,Product 6,"7,589",0
3/31/16,Segment B,City 23,Product 6,"6,395",0
3/31/16,Segment B,City 10,Product 6,"11,370",0
3/31/16,Segment B,City 2,Product 6,"14,522,893",186
3/31/16,Segment C,City 41,Product 7,314,0
3/31/16,Segment I,City 3,Product 19,399,0
3/31/16,Segment A,City 23,Product 10,29,0
3/31/16,Segment A,City 23,Product 9,"264,710",8
3/31/16,Segment A,City 16,Product 9,"8,429",0
3/31/16,Segment A,City 18,Product 12,"488,492",21
3/31/16,Segment A,City 13,Product 9,"112,604",3
3/31/16,Segment A,City 6,Product 9,"56,579",1
3/31/16,Segment A,City 6,Product 4,"35,376",1
3/31/16,Segment A,City 21,Product 3,6,0
3/31/16,Segment A,City 50,Product 4,"60,044",2
3/31/16,Segment A,City 3,Product 8,5,0
3/31/16,Segment A,City 3,Product 10,"1,265",0
3/31/16,Segment A,City 38,Product 4,0,0
3/31/16,Segment A,City 49,Product 9,"36,639",1
3/31/16,Segment A,City 2,Product 1,2,0
3/31/16,Segment A,City 3,Product 11,"1,149,979",24
3/31/16,Segment A,City 45,Product 10,5,0
3/31/16,Segment A,City 24,Product 4,"14,076",1
3/31/16,Segment A,City 65,Product 4,1,0
3/31/16,Segment A,City 36,Product 4,"35,602",2
3/31/16,Segment A,City 17,Product 1,1,0
3/31/16,Segment A,City 51,Product 4,"18,371",1
3/31/16,Segment A,City 35,Product 1,40,0
3/31/16,Segment A,City 35,Product 4,"1,121,398",15
3/31/16,Segment A,City 35,Product 8,288,0
3/31/16,Segment A,City 5,Product 1,4,0
3/31/16,Segment A,City 2,Product 11,2,0
3/31/16,Segment A,City 2,Product 8,4,0
3/31/16,Segment A,City 55,Product 10,"4,710",0
3/31/16,Segment A,City 7,Product 9,"2,524,962",22
3/31/16,Segment A,City 29,Product 9,"133,218",4
3/31/16,Segment A,City 21,Product 8,3,0
3/31/16,Segment A,City 8,Product 4,"348,267",10
3/31/16,Segment A,City 2,Product 9,"323,154",9
3/31/16,Segment A,City 53,Product 12,"40,446",2
3/31/16,Segment A,City 58,Product 4,"1,832",0
3/31/16,Segment A,City 47,Product 2,70,0
3/31/16,Segment A,City 24,Product 3,5,0
3/31/16,Segment A,City 41,Product 2,8,0
3/31/16,Segment A,City 5,Product 3,1,-1
3/31/16,Segment A,City 5,Product 12,"6,391",0
3/31/16,Segment A,City 30,Product 4,"145,964",1
3/31/16,Segment A,City 1,Product 10,96,0
3/31/16,Segment A,City 6,Product 1,3,0
3/31/16,Segment A,City 43,Product 2,74,0
3/31/16,Segment A,City 42,Product 2,78,0
3/31/16,Segment A,City 3,Product 2,"2,240",0
3/31/16,Segment A,City 3,Product 12,0,-1
3/31/16,Segment A,City 19,Product 3,31,0
3/31/16,Segment A,City 36,Product 3,21,0
3/31/16,Segment A,City 47,Product 3,5,0
3/31/16,Segment A,City 26,Product 1,9,0
3/31/16,Segment A,City 41,Product 4,"1,471",0
3/31/16,Segment A,City 30,Product 3,51,0
3/31/16,Segment A,City 50,Product 1,14,0
3/31/16,Segment A,City 3,Product 3,68,0
3/31/16,Segment A,City 41,Product 12,"1,518",0
3/31/16,Segment A,City 43,Product 1,9,0
3/31/16,Segment A,City 55,Product 14,"5,609",0
3/31/16,Segment A,City 48,Product 2,6,0
3/31/16,Segment A,City 1,Product 1,17,0
3/31/16,Segment A,City 8,Product 1,4,0
3/31/16,Segment F,City 37,Product 4,0,0
3/31/16,Segment F,City 2,Product 10,"1,099",0
3/31/16,Segment F,City 2,Product 14,"1,203",0
3/31/16,Segment D,City 2,Product 16,0,11
3/31/16,Segment B,City 43,Product 6,"5,173",0
3/31/16,Segment B,City 42,Product 6,"4,918",0
3/31/16,Segment B,City 50,Product 6,"52,659",1
3/31/16,Segment B,City 25,Product 6,"58,228",1
3/31/16,Segment B,City 9,Product 6,118,0
3/31/16,Segment B,City 35,Product 6,"1,315,359",18
3/31/16,Segment B,City 33,Product 6,"10,711",0
3/31/16,Segment B,City 47,Product 6,"12,470",0
3/31/16,Segment C,City 44,Product 7,5,0
3/31/16,Segment C,City 54,Product 7,"367,425",3
3/31/16,Segment C,City 5,Product 7,"2,149",0
3/31/16,Segment A,City 4,Product 8,1,0
3/31/16,Segment A,City 4,Product 9,"7,457",0
3/31/16,Segment A,City 60,Product 9,7,0
3/31/16,Segment A,City 12,Product 4,"21,055",1
3/31/16,Segment A,City 24,Product 9,"17,559",1
3/31/16,Segment A,City 15,Product 4,"3,905",0
3/31/16,Segment A,City 14,Product 4,"36,348",1
3/31/16,Segment A,City 57,Product 8,5,0
3/31/16,Segment A,City 52,Product 3,50,0
3/31/16,Segment A,City 17,Product 9,"13,421",0
3/31/16,Segment A,City 32,Product 9,"8,516",0
3/31/16,Segment A,City 61,Product 4,"3,535",0
3/31/16,Segment A,City 48,Product 4,"7,372",0
3/31/16,Segment A,City 8,Product 9,"1,223,078",34
3/31/16,Segment A,City 9,Product 9,"1,265",0
3/31/16,Segment A,City 45,Product 9,"20,909",0
3/31/16,Segment A,City 11,Product 9,"27,044",1
3/31/16,Segment A,City 19,Product 9,"26,900",1
3/31/16,Segment A,City 52,Product 4,"150,407",7
3/31/16,Segment A,City 13,Product 4,"62,761",2
3/31/16,Segment A,City 46,Product 4,"1,092",0
3/31/16,Segment A,City 10,Product 2,73,0
3/31/16,Segment A,City 27,Product 8,13,0
3/31/16,Segment A,City 25,Product 9,"64,726",1
3/31/16,Segment A,City 5,Product 2,91,0
3/31/16,Segment A,City 21,Product 10,29,0
3/31/16,Segment A,City 28,Product 1,5,0
3/31/16,Segment A,City 43,Product 4,"11,529",0
3/31/16,Segment A,City 27,Product 10,56,0
3/31/16,Segment A,City 29,Product 3,18,0
3/31/16,Segment A,City 40,Product 2,719,0
3/31/16,Segment A,City 21,Product 2,37,0
3/31/16,Segment A,City 8,Product 12,"158,418",7
3/31/16,Segment A,City 37,Product 2,23,0
3/31/16,Segment A,City 15,Product 2,35,0
3/31/16,Segment A,City 11,Product 2,21,0
3/31/16,Segment A,City 49,Product 4,"14,943",0
3/31/16,Segment A,City 2,Product 10,26,0
3/31/16,Segment A,City 21,Product 1,5,0
3/31/16,Segment A,City 7,Product 3,106,0
3/31/16,Segment A,City 32,Product 10,177,0
3/31/16,Segment A,City 50,Product 2,123,0
3/31/16,Segment A,City 25,Product 3,"3,075",0
3/31/16,Segment A,City 28,Product 3,10,0
3/31/16,Segment A,City 30,Product 8,4,0
3/31/16,Segment A,City 59,Product 4,838,0
3/31/16,Segment A,City 52,Product 10,9,0
3/31/16,Segment A,City 37,Product 10,42,0
3/31/16,Segment A,City 31,Product 8,4,0
3/31/16,Segment A,City 58,Product 12,496,0
3/31/16,Segment A,City 29,Product 10,"2,414",0
3/31/16,Segment A,City 18,Product 8,25,0
3/31/16,Segment F,City 27,Product 4,0,0
3/31/16,Segment F,City 1,Product 4,0,0
3/31/16,Segment F,City 43,Product 6,0,0
3/31/16,Segment F,City 55,Product 4,0,0
3/31/16,Segment F,City 44,Product 4,0,0
3/31/16,Segment B,City 1,Product 6,"27,509",0
3/31/16,Segment B,City 26,Product 6,"6,487",0
3/31/16,Segment B,City 40,Product 6,"105,507",2
3/31/16,Segment B,City 30,Product 6,"35,571",0
3/31/16,Segment B,City 4,Product 6,676,0
3/31/16,Segment B,City 16,Product 6,"1,049",0
3/31/16,Segment B,City 39,Product 6,"7,756",0
3/31/16,Segment C,City 61,Product 7,2,0
3/31/16,Segment C,City 7,Product 7,"149,486",1
3/31/16,Segment C,City 9,Product 7,84,0
3/31/16,Segment A,City 47,Product 4,"14,771",1
3/31/16,Segment A,City 51,Product 9,"9,018",0
3/31/16,Segment A,City 36,Product 9,"55,064",2
3/31/16,Segment A,City 12,Product 9,"94,098",4
3/31/16,Segment A,City 18,Product 4,"654,915",22
3/31/16,Segment A,City 39,Product 9,"87,344",3
3/31/16,Segment A,City 10,Product 4,"72,057",2
3/31/16,Segment A,City 60,Product 4,3,0
3/31/16,Segment A,City 14,Product 9,"26,169",1
3/31/16,Segment A,City 23,Product 8,25,0
3/31/16,Segment A,City 22,Product 4,"2,267",0
3/31/16,Segment A,City 33,Product 2,55,0
4/30/16,Segment A,City 41,Product 2,45,0
4/30/16,Segment A,City 24,Product 12,"1,087",0
4/30/16,Segment A,City 45,Product 9,"24,222",0
4/30/16,Segment A,City 10,Product 8,3,0
4/30/16,Segment A,City 20,Product 4,"32,760",1
4/30/16,Segment A,City 20,Product 3,12,0
4/30/16,Segment A,City 53,Product 4,"133,860",6
4/30/16,Segment A,City 3,Product 12,87,0
4/30/16,Segment A,City 11,Product 11,3,0
4/30/16,Segment A,City 12,Product 4,"25,518",2
4/30/16,Segment A,City 34,Product 2,98,0
4/30/16,Segment A,City 15,Product 2,42,0
4/30/16,Segment A,City 2,Product 1,2,0
4/30/16,Segment A,City 59,Product 4,"1,011",0
4/30/16,Segment A,City 17,Product 11,1,0
4/30/16,Segment A,City 23,Product 3,2,0
4/30/16,Segment A,City 23,Product 2,40,0
4/30/16,Segment A,City 35,Product 4,"870,296",15
4/30/16,Segment A,City 25,Product 1,1,0
4/30/16,Segment A,City 50,Product 10,86,0
4/30/16,Segment A,City 33,Product 2,109,0
4/30/16,Segment A,City 60,Product 12,146,0
4/30/16,Segment A,City 31,Product 10,"2,991",0
4/30/16,Segment A,City 58,Product 12,799,0
4/30/16,Segment F,City 32,Product 4,350,0
4/30/16,Segment F,City 48,Product 4,302,0
4/30/16,Segment F,City 2,Product 10,"1,304",0
4/30/16,Segment F,City 2,Product 14,"1,640",0
4/30/16,Segment F,City 66,Product 4,0,0
4/30/16,Segment F,City 59,Product 9,44,0
4/30/16,Segment F,City 44,Product 9,480,0
4/30/16,Segment D,City 2,Product 9,"19,920,006",407
4/30/16,Segment F,City 43,Product 6,0,0
4/30/16,Segment B,City 10,Product 6,"12,680",0
4/30/16,Segment B,City 54,Product 6,"297,362",4
4/30/16,Segment B,City 27,Product 6,"3,821",0
4/30/16,Segment B,City 55,Product 6,"24,890",0
4/30/16,Segment B,City 37,Product 6,"4,630",0
4/30/16,Segment G,City 19,Product 17,"1,220,647",8
4/30/16,Segment C,City 27,Product 7,"6,321",0
4/30/16,Segment C,City 41,Product 7,264,0
4/30/16,Segment C,City 37,Product 7,"1,328",0
4/30/16,Segment A,City 13,Product 4,"74,733",2
4/30/16,Segment A,City 47,Product 9,"54,674",2
4/30/16,Segment A,City 36,Product 12,767,0
4/30/16,Segment A,City 11,Product 3,9,0
4/30/16,Segment A,City 39,Product 3,10,0
4/30/16,Segment A,City 10,Product 10,48,0
4/30/16,Segment A,City 17,Product 3,19,0
4/30/16,Segment A,City 21,Product 8,8,0
4/30/16,Segment A,City 27,Product 4,"23,246",0
4/30/16,Segment A,City 2,Product 14,17,0
4/30/16,Segment A,City 33,Product 3,9,0
4/30/16,Segment A,City 43,Product 2,86,0
4/30/16,Segment A,City 21,Product 1,1,0
4/30/16,Segment F,City 6,Product 4,932,0
4/30/16,Segment F,City 5,Product 4,257,0
4/30/16,Segment F,City 41,Product 9,113,0
4/30/16,Segment F,City 9,Product 9,49,0
4/30/16,Segment F,City 48,Product 9,"1,273",0
4/30/16,Segment F,City 2,Product 6,0,0
4/30/16,Segment B,City 43,Product 6,"3,857",0
4/30/16,Segment B,City 1,Product 6,"17,076",0
4/30/16,Segment B,City 35,Product 6,"994,899",14
4/30/16,Segment B,City 36,Product 6,636,0
4/30/16,Segment B,City 39,Product 6,"8,724",0
4/30/16,Segment C,City 49,Product 7,27,0
4/30/16,Segment C,City 61,Product 7,1,0
4/30/16,Segment C,City 50,Product 7,"6,425",0
4/30/16,Segment C,City 23,Product 7,856,0
4/30/16,Segment C,City 35,Product 7,"728,299",7
4/30/16,Segment A,City 15,Product 12,"5,045",0
4/30/16,Segment A,City 10,Product 2,127,0
4/30/16,Segment A,City 47,Product 4,"16,730",1
4/30/16,Segment A,City 53,Product 8,3,0
4/30/16,Segment A,City 22,Product 12,"1,311",0
4/30/16,Segment A,City 14,Product 4,"42,003",1
4/30/16,Segment A,City 36,Product 4,"53,813",3
4/30/16,Segment A,City 18,Product 8,25,0
4/30/16,Segment A,City 28,Product 2,7,0
4/30/16,Segment A,City 40,Product 9,"468,905",14
4/30/16,Segment A,City 34,Product 9,"76,432",1
4/30/16,Segment A,City 6,Product 9,"48,831",1
4/30/16,Segment A,City 30,Product 10,449,0
4/30/16,Segment A,City 32,Product 9,"13,399",0
4/30/16,Segment A,City 35,Product 2,"2,733",0
4/30/16,Segment A,City 29,Product 4,"118,466",4
4/30/16,Segment A,City 37,Product 10,36,0
4/30/16,Segment A,City 9,Product 9,"1,368",0
4/30/16,Segment A,City 31,Product 2,381,0
4/30/16,Segment A,City 32,Product 4,"11,653",0
4/30/16,Segment A,City 31,Product 8,0,0
4/30/16,Segment A,City 50,Product 2,60,0
4/30/16,Segment A,City 30,Product 9,"133,115",1
4/30/16,Segment A,City 5,Product 9,"22,341",0
4/30/16,Segment A,City 50,Product 14,32,0
4/30/16,Segment A,City 21,Product 3,2,0
4/30/16,Segment A,City 42,Product 11,5,0
4/30/16,Segment A,City 34,Product 10,41,0
4/30/16,Segment A,City 27,Product 11,1,0
4/30/16,Segment A,City 34,Product 1,3,0
4/30/16,Segment A,City 7,Product 2,"1,685",0
4/30/16,Segment A,City 25,Product 10,19,0
4/30/16,Segment A,City 64,Product 2,1,0
4/30/16,Segment A,City 41,Product 8,6,0
4/30/16,Segment A,City 8,Product 10,65,0
4/30/16,Segment A,City 52,Product 4,"209,978",9
4/30/16,Segment A,City 47,Product 11,52,0
4/30/16,Segment A,City 32,Product 10,214,0
4/30/16,Segment A,City 21,Product 10,51,0
4/30/16,Segment A,City 32,Product 2,5,0
4/30/16,Segment A,City 44,Product 4,"11,966",0
4/30/16,Segment A,City 23,Product 4,"196,433",5
4/30/16,Segment A,City 19,Product 2,797,0
4/30/16,Segment A,City 55,Product 11,9,0
4/30/16,Segment A,City 17,Product 1,1,0
4/30/16,Segment A,City 47,Product 12,88,0
4/30/16,Segment A,City 19,Product 3,39,0
4/30/16,Segment A,City 19,Product 8,1,0
4/30/16,Segment A,City 7,Product 10,293,0
4/30/16,Segment A,City 5,Product 2,91,0
4/30/16,Segment A,City 29,Product 11,0,0
4/30/16,Segment A,City 35,Product 1,108,0
4/30/16,Segment A,City 36,Product 11,5,0
4/30/16,Segment F,City 43,Product 9,740,0
4/30/16,Segment F,City 5,Product 9,827,0
4/30/16,Segment F,City 7,Product 9,"22,205",0
4/30/16,Segment F,City 35,Product 4,"12,577",0
4/30/16,Segment F,City 50,Product 9,"1,938",0
4/30/16,Segment F,City 55,Product 9,983,0
4/30/16,Segment F,City 58,Product 4,72,0
4/30/16,Segment F,City 49,Product 4,542,0
4/30/16,Segment F,City 2,Product 4,"3,853,866",61
4/30/16,Segment D,City 2,Product 4,"6,092,961",128
4/30/16,Segment B,City 33,Product 6,"5,350",0
4/30/16,Segment B,City 11,Product 6,"2,891",0
4/30/16,Segment B,City 23,Product 6,"4,830",0
4/30/16,Segment B,City 16,Product 6,977,0
4/30/16,Segment E,City 3,Product 13,"6,778,860",67
4/30/16,Segment C,City 6,Product 7,"13,728",0
4/30/16,Segment C,City 1,Product 7,"3,745",0
4/30/16,Segment C,City 55,Product 7,26,0
4/30/16,Segment H,City 19,Product 18,"242,525",1
4/30/16,Segment A,City 58,Product 9,"6,950",0
4/30/16,Segment A,City 13,Product 9,"118,689",3
4/30/16,Segment A,City 65,Product 9,104,0
4/30/16,Segment A,City 60,Product 11,0,0
4/30/16,Segment A,City 16,Product 4,"5,117",0
4/30/16,Segment A,City 59,Product 9,"1,306",0
4/30/16,Segment A,City 19,Product 4,"11,370",1
4/30/16,Segment A,City 7,Product 9,"243,465",6
4/30/16,Segment A,City 50,Product 11,525,0
4/30/16,Segment A,City 27,Product 9,"35,056",0
4/30/16,Segment A,City 29,Product 9,"131,484",4
4/30/16,Segment A,City 28,Product 3,4,0
4/30/16,Segment A,City 6,Product 1,25,0
4/30/16,Segment A,City 1,Product 10,140,0
4/30/16,Segment A,City 8,Product 4,"357,060",11
4/30/16,Segment A,City 43,Product 3,11,0
4/30/16,Segment A,City 55,Product 4,"8,132",0
4/30/16,Segment A,City 42,Product 2,106,0
4/30/16,Segment A,City 40,Product 11,127,0
4/30/16,Segment A,City 51,Product 10,14,0
4/30/16,Segment A,City 39,Product 9,"105,044",4
4/30/16,Segment A,City 43,Product 10,626,0
4/30/16,Segment A,City 25,Product 11,11,0
4/30/16,Segment A,City 8,Product 12,"157,462",7
4/30/16,Segment A,City 21,Product 11,1,0
4/30/16,Segment A,City 12,Product 3,3,0
4/30/16,Segment A,City 46,Product 4,"1,316",0
4/30/16,Segment A,City 29,Product 10,"3,032",0
4/30/16,Segment A,City 25,Product 2,465,0
4/30/16,Segment A,City 40,Product 3,58,0
4/30/16,Segment A,City 26,Product 4,"9,399",0
4/30/16,Segment A,City 61,Product 12,337,0
4/30/16,Segment A,City 52,Product 10,17,0
4/30/16,Segment A,City 15,Product 10,801,0
4/30/16,Segment A,City 36,Product 9,"69,834",3
4/30/16,Segment A,City 47,Product 10,59,0
4/30/16,Segment A,City 18,Product 12,"468,405",20
4/30/16,Segment A,City 23,Product 11,4,0
4/30/16,Segment A,City 7,Product 5,"1,584,217",10
4/30/16,Segment A,City 27,Product 2,101,0
4/30/16,Segment A,City 36,Product 3,24,0
4/30/16,Segment A,City 65,Product 12,0,0
4/30/16,Segment A,City 11,Product 2,21,0
4/30/16,Segment A,City 33,Product 8,44,0
4/30/16,Segment F,City 42,Product 4,668,0
4/30/16,Segment F,City 63,Product 4,0,0
4/30/16,Segment F,City 26,Product 4,275,0
4/30/16,Segment F,City 64,Product 4,16,0
4/30/16,Segment F,City 6,Product 9,"1,600",0
4/30/16,Segment F,City 4,Product 4,0,0
4/30/16,Segment F,City 62,Product 4,0,0
4/30/16,Segment F,City 46,Product 9,570,0
4/30/16,Segment F,City 4,Product 9,0,0
4/30/16,Segment F,City 49,Product 9,"1,300",0
4/30/16,Segment D,City 2,Product 16,0,13
4/30/16,Segment B,City 42,Product 6,"4,694",0
4/30/16,Segment B,City 7,Product 6,"227,206",3
4/30/16,Segment B,City 31,Product 6,"18,402",0
4/30/16,Segment B,City 45,Product 6,"8,464",0
4/30/16,Segment C,City 8,Product 7,"43,087",0
4/30/16,Segment C,City 26,Product 7,100,0
4/30/16,Segment C,City 56,Product 7,"14,387",0
4/30/16,Segment A,City 3,Product 3,30,0
4/30/16,Segment A,City 49,Product 2,20,0
4/30/16,Segment A,City 10,Product 9,"138,058",4
4/30/16,Segment A,City 19,Product 9,"24,970",1
4/30/16,Segment A,City 24,Product 9,"26,634",1
4/30/16,Segment A,City 39,Product 11,130,0
4/30/16,Segment A,City 22,Product 4,"2,982",0
4/30/16,Segment A,City 1,Product 2,266,0
4/30/16,Segment A,City 1,Product 9,"31,181",1
4/30/16,Segment A,City 42,Product 9,"48,264",0
4/30/16,Segment A,City 26,Product 3,57,0
4/30/16,Segment A,City 50,Product 4,"65,759",2
4/30/16,Segment A,City 6,Product 2,238,0
4/30/16,Segment A,City 26,Product 8,1,0
4/30/16,Segment A,City 61,Product 9,"1,871",0
4/30/16,Segment A,City 35,Product 3,324,0
4/30/16,Segment A,City 7,Product 11,98,0
4/30/16,Segment A,City 40,Product 2,408,0
4/30/16,Segment A,City 64,Product 8,2,0
4/30/16,Segment A,City 14,Product 12,"8,600",0
4/30/16,Segment A,City 3,Product 4,"549,755",25
4/30/16,Segment A,City 7,Product 8,5,0
4/30/16,Segment A,City 43,Product 1,8,0
4/30/16,Segment A,City 40,Product 4,"284,702",10
4/30/16,Segment A,City 41,Product 4,"1,643",0
4/30/16,Segment A,City 29,Product 3,18,0
4/30/16,Segment A,City 2,Product 2,"1,868",0
4/30/16,Segment A,City 60,Product 4,10,0
4/30/16,Segment A,City 65,Product 4,84,0
4/30/16,Segment A,City 48,Product 2,22,0
4/30/16,Segment A,City 8,Product 11,12,0
4/30/16,Segment A,City 6,Product 8,9,0
4/30/16,Segment A,City 29,Product 12,"46,076",2
4/30/16,Segment A,City 45,Product 4,"28,370",1
4/30/16,Segment A,City 20,Product 11,44,0
4/30/16,Segment A,City 15,Product 4,"5,755",0
4/30/16,Segment A,City 47,Product 2,46,0
4/30/16,Segment A,City 23,Product 8,46,0
4/30/16,Segment A,City 41,Product 1,7,0
4/30/16,Segment A,City 44,Product 12,"2,024",0
4/30/16,Segment A,City 58,Product 2,18,0
4/30/16,Segment A,City 49,Product 4,"14,114",1
4/30/16,Segment A,City 53,Product 3,4,0
4/30/16,Segment A,City 33,Product 10,315,0
4/30/16,Segment A,City 24,Product 11,11,0
4/30/16,Segment A,City 17,Product 12,"1,737",0
4/30/16,Segment A,City 44,Product 10,7,0
4/30/16,Segment A,City 61,Product 10,11,0
4/30/16,Segment A,City 18,Product 11,13,0
4/30/16,Segment A,City 19,Product 12,"8,589",0
4/30/16,Segment A,City 41,Product 10,1,0
4/30/16,Segment F,City 34,Product 9,"1,232",0
4/30/16,Segment F,City 41,Product 4,60,0
4/30/16,Segment F,City 25,Product 9,838,0
4/30/16,Segment F,City 50,Product 4,917,0
4/30/16,Segment F,City 55,Product 4,258,0
4/30/16,Segment F,City 44,Product 4,370,0
4/30/16,Segment F,City 12,Product 4,854,0
4/30/16,Segment F,City 12,Product 9,"3,625",0
4/30/16,Segment F,City 31,Product 9,"5,509",0
4/30/16,Segment B,City 25,Product 6,"37,929",1
4/30/16,Segment B,City 48,Product 6,"2,133",0
4/30/16,Segment B,City 4,Product 6,715,0
4/30/16,Segment B,City 52,Product 6,"8,358",0
4/30/16,Segment B,City 13,Product 6,"9,140",0
4/30/16,Segment B,City 47,Product 6,"6,277",0
4/30/16,Segment B,City 2,Product 6,"14,284,489",177
4/30/16,Segment C,City 54,Product 7,"445,645",3
4/30/16,Segment C,City 40,Product 7,"10,149",0
4/30/16,Segment I,City 3,Product 19,"81,844",0
4/30/16,Segment A,City 52,Product 3,22,0
4/30/16,Segment A,City 19,Product 11,1,0
4/30/16,Segment A,City 10,Product 11,9,0
4/30/16,Segment A,City 53,Product 9,"211,307",8
4/30/16,Segment A,City 10,Product 4,"88,267",3
4/30/16,Segment A,City 33,Product 9,"17,847",0
4/30/16,Segment A,City 18,Product 4,"865,700",33
4/30/16,Segment A,City 15,Product 9,"28,278",1
4/30/16,Segment A,City 21,Product 4,"12,717",0
4/30/16,Segment A,City 55,Product 9,"26,806",1
4/30/16,Segment A,City 5,Product 3,5,0
4/30/16,Segment A,City 6,Product 11,14,0
4/30/16,Segment A,City 8,Product 9,"1,287,512",36
4/30/16,Segment A,City 25,Product 9,"57,996",1
4/30/16,Segment A,City 1,Product 4,"16,972",0
4/30/16,Segment A,City 1,Product 1,8,0
4/30/16,Segment A,City 43,Product 4,"11,504",0
4/30/16,Segment A,City 35,Product 10,"1,033",0
4/30/16,Segment A,City 35,Product 8,335,0
4/30/16,Segment A,City 26,Product 1,57,0
4/30/16,Segment A,City 28,Product 12,"1,374",0
4/30/16,Segment A,City 2,Product 9,"87,676",2
4/30/16,Segment A,City 3,Product 11,"845,311",18
4/30/16,Segment A,City 12,Product 9,"105,238",5
4/30/16,Segment A,City 17,Product 4,"24,633",0
4/30/16,Segment A,City 12,Product 12,"1,784",0
4/30/16,Segment A,City 10,Product 1,2,0
4/30/16,Segment A,City 18,Product 3,70,0
4/30/16,Segment A,City 33,Product 1,20,0
4/30/16,Segment A,City 47,Product 8,1,0
4/30/16,Segment A,City 6,Product 3,100,0
4/30/16,Segment A,City 37,Product 11,1,0
4/30/16,Segment A,City 21,Product 2,73,0
4/30/16,Segment A,City 3,Product 20,85,0
4/30/16,Segment A,City 45,Product 10,13,0
4/30/16,Segment A,City 47,Product 1,2,0
4/30/16,Segment A,City 51,Product 4,"24,526",1
4/30/16,Segment A,City 27,Product 8,12,0
4/30/16,Segment A,City 55,Product 14,"3,161",0
4/30/16,Segment A,City 3,Product 14,"18,416",0
4/30/16,Segment A,City 53,Product 12,"35,226",2
4/30/16,Segment F,City 43,Product 4,385,0
4/30/16,Segment F,City 27,Product 4,806,0
4/30/16,Segment F,City 9,Product 4,21,0
4/30/16,Segment F,City 1,Product 9,"1,013",0
4/30/16,Segment F,City 25,Product 4,"1,230",0
4/30/16,Segment F,City 35,Product 9,"84,028",0
4/30/16,Segment F,City 37,Product 4,944,0
4/30/16,Segment F,City 37,Product 9,"4,104",0
4/30/16,Segment F,City 30,Product 4,"2,242",0
4/30/16,Segment F,City 30,Product 9,"2,012",0
4/30/16,Segment F,City 2,Product 2,"280,784",5
4/30/16,Segment F,City 2,Product 9,"12,765,054",184
4/30/16,Segment F,City 31,Product 4,"2,508",0
4/30/16,Segment B,City 12,Product 6,"1,742",0
4/30/16,Segment B,City 26,Product 6,"4,004",0
4/30/16,Segment B,City 20,Product 6,"9,328",0
4/30/16,Segment C,City 44,Product 7,6,0
4/30/16,Segment C,City 43,Product 7,"4,348",0
4/30/16,Segment C,City 7,Product 7,"126,609",1
4/30/16,Segment C,City 33,Product 7,"1,472",0
4/30/16,Segment C,City 18,Product 7,"39,337",0
4/30/16,Segment C,City 25,Product 7,"21,561",0
4/30/16,Segment C,City 34,Product 7,"3,529",0
4/30/16,Segment A,City 49,Product 8,6,0
4/30/16,Segment A,City 11,Product 9,"29,323",1
4/30/16,Segment A,City 51,Product 9,"10,303",0
4/30/16,Segment A,City 17,Product 9,"12,282",0
4/30/16,Segment A,City 60,Product 9,14,0
4/30/16,Segment A,City 16,Product 9,"7,573",0
4/30/16,Segment A,City 24,Product 4,"22,543",1
4/30/16,Segment A,City 64,Product 12,10,0
4/30/16,Segment A,City 64,Product 10,4,0
4/30/16,Segment A,City 41,Product 9,"3,305",0
4/30/16,Segment A,City 37,Product 2,6,0
4/30/16,Segment A,City 1,Product 11,11,0
4/30/16,Segment A,City 30,Product 3,28,0
4/30/16,Segment A,City 31,Product 9,"356,069",11
4/30/16,Segment A,City 42,Product 3,11,0
4/30/16,Segment A,City 5,Product 4,"6,482",0
4/30/16,Segment A,City 24,Product 3,1,0
4/30/16,Segment A,City 1,Product 3,28,0
4/30/16,Segment A,City 43,Product 11,7,0
4/30/16,Segment A,City 27,Product 3,16,0
4/30/16,Segment A,City 30,Product 4,"147,857",1
4/30/16,Segment A,City 34,Product 4,"69,403",1
4/30/16,Segment A,City 26,Product 10,4,0
4/30/16,Segment A,City 7,Product 1,3,0
4/30/16,Segment A,City 48,Product 10,42,0
4/30/16,Segment A,City 50,Product 9,"126,434",3
